************** USER-DEFINED SETTINGS **************


number of iterations is 3000000, of which 999999 are burnin, and the sampling frequency is 2000
deltap (allele freq) is 15
deltam (mig rate) is 15
deltaF (inbreeding) is 15
initial value of idum is 10

Loci are:
Fam001	Fam018	FamMg3	Hex402	Hex406	HexA05	HexH03	Tet403	TetE02	TetMC4	TetMC5	

Individual     sampled pop     allele11, allele12 etc.
776	CL	129, 129      244, 246      192, 194      132, 136      97, 101      198, 198      257, 257      102, 102      173, 173      221, 221      231, 231      
777	CL	121, 121      244, 246      176, 204      138, 144      97, 97      194, 198      255, 259      110, 112      145, 167      221, 221      231, 235      
780	CL	117, 119      244, 244      176, 206      132, 146      93, 97      198, 200      257, 291      116, 142      161, 183      221, 221      235, 235      
877	CL	119, 127      244, 246      194, 206      132, 146      93, 97      194, 198      257, 257      104, 110      183, 187      228, 228      231, 235      
879	CL	119, 127      246, 246      176, 206      142, 148      97, 97      198, 198      283, 295      106, 110      183, 183      228, 228      231, 235      
880	CL	119, 119      244, 246      176, 206      132, 132      93, 97      194, 198      251, 295      106, 110      183, 183      228, 228      235, 235      
883	CL	117, 119      244, 246      176, 206      132, 134      93, 95      194, 198      257, 269      112, 142      183, 183      221, 228      231, 235      
884	CL	119, 127      244, 244      176, 206      132, 136      93, 97      198, 198      257, 283      106, 142      183, 183      221, 221      235, 235      
885	CL	117, 119      244, 246      206, 206      132, 132      93, 93      194, 194      257, 263      110, 124      161, 173      226, 228      235, 235      
887	CL	109, 119      246, 246      176, 206      132, 132      95, 97      194, 198      257, 263      104, 142      161, 187      226, 228      235, 235      
889	CL	119, 119      244, 246      176, 176      132, 132      97, 97      198, 198      257, 295      106, 106      183, 183      221, 228      235, 235      
890	CL	119, 121      244, 246      176, 206      132, 144      93, 97      196, 198      251, 263      106, 142      173, 183      228, 228      231, 235      
891	CL	119, 119      244, 244      176, 206      132, 132      93, 97      194, 198      251, 257      106, 110      161, 183      221, 228      231, 235      
892	CL	119, 121      244, 246      178, 206      132, 136      93, 95      194, 198      251, 273      110, 142      161, 167      221, 221      231, 231      
CL3	CL	119, 119      244, 244      176, 190      132, 148      93, 95      194, 200      259, 259      104, 106      161, 173      226, 226      231, 235      
CL6	CL	113, 113      244, 246      176, 176      134, 146      97, 101      196, 198      271, 285      104, 124      173, 173      226, 228      231, 235      
CL778	CL	119, 125      246, 246      176, 176      134, 148      93, 93      194, 198      257, 257      124, 124      185, 185      221, 221      231, 231      
CL876	CL	119, 127      244, 244      176, 176      136, 136      97, 101      198, 198      257, 257      106, 106      183, 183      221, 221      235, 235      
CL878	CL	119, 127      244, 246      176, 176      132, 132      97, 97      198, 198      295, 295      106, 106      183, 183      221, 228      235, 235      
CL886	CL	119, 127      244, 244      178, 206      118, 146      93, 101      198, 198      257, 283      106, 142      167, 183      221, 221      231, 235      
CL888	CL	119, 127      244, 246      176, 206      118, 136      93, 101      198, 198      257, 257      106, 142      161, 183      221, 221      235, 235      
NM1	CL	119, 119      246, 246      194, 194      136, 136      93, 97      198, 198      269, 283      104, 104      153, 153      221, 221      235, 235      
NM2	CL	117, 119      244, 246      206, 206      118, 134      93, 95      194, 198      257, 269      106, 142      161, 185      221, 226      231, 235      
NM3	CL	127, 127      244, 244      176, 178      136, 136      97, 97      198, 198      257, 283      106, 106      183, 183      221, 221      235, 235      

701	CM	109, 119      244, 246      178, 178      132, 132      97, 97      198, 198      283, 283      102, 102      173, 173      222, 226      231, 231      
702	CM	121, 127      244, 244      178, 194      132, 132      97, 97      198, 198      259, 271      102, 102      161, 175      221, 226      231, 231      
703	CM	121, 127      244, 244      178, 194      132, 132      97, 97      198, 198      259, 259      102, 102      175, 175      226, 226      231, 231      
704	CM	109, 109      244, 246      176, 178      132, 132      97, 97      198, 198      281, 281      102, 102      173, 175      226, 226      231, 231      
705	CM	109, 119      244, 246      176, 178      132, 132      97, 97      198, 198      281, 283      102, 104      173, 175      222, 226      231, 231      
706	CM	109, 119      246, 246      176, 178      132, 132      97, 97      198, 198      281, 283      102, 102      173, 173      222, 226      231, 231      
707	CM	109, 109      244, 244      178, 178      132, 132      97, 97      198, 198      281, 283      102, 104      173, 175      222, 226      231, 231      
708	CM	109, 109      244, 246      176, 178      132, 132      97, 97      198, 198      281, 283      102, 104      175, 175      222, 226      231, 231      
709	CM	121, 121      244, 244      178, 178      132, 146      97, 97      198, 198      259, 271      102, 102      161, 175      226, 226      231, 231      
711	CM	109, 119      246, 246      178, 192      132, 144      97, 97      198, 198      271, 273      102, 102      161, 177      221, 221      231, 231      
712	CM	117, 119      246, 246      178, 194      132, 144      93, 93      198, 198      269, 271      102, 106      143, 185      221, 226      231, 231      
715	CM	109, 119      244, 246      178, 178      132, 132      97, 97      198, 198      281, 283      104, 104      175, 175      222, 226      231, 231      
CM710	CM	109, 127      244, 246      178, 178      132, 144      93, 95      194, 198      257, 273      102, 106      177, 185      221, 226      231, 231      
CM713	CM	117, 119      244, 246      178, 204      132, 144      93, 97      198, 198      251, 273      102, 106      161, 167      221, 221      231, 231      
CMNM1	CM	121, 127      244, 246      178, 178      146, 146      97, 97      198, 198      271, 271      102, 102      175, 175      221, 226      231, 231      

969	CS	117, 119      244, 246      176, 178      142, 146      95, 97      198, 200      257, 271      104, 112      167, 183      221, 221      231, 231      
970	CS	117, 119      244, 246      178, 196      132, 142      97, 97      198, 198      271, 273      104, 112      167, 167      221, 226      231, 235      
971	CS	119, 127      246, 246      192, 194      132, 136      95, 97      198, 200      273, 283      104, 112      167, 183      221, 226      231, 235      
972	CS	119, 127      244, 244      176, 192      132, 136      97, 101      194, 198      257, 273      106, 112      167, 173      221, 226      231, 235      
973	CS	117, 119      244, 244      178, 192      132, 142      95, 97      198, 198      271, 273      102, 104      173, 183      226, 226      231, 231      
974	CS	119, 127      246, 246      196, 206      116, 116      97, 107      198, 198      261, 271      104, 112      167, 183      221, 228      235, 235      
975	CS	119, 127      244, 246      178, 192      132, 132      95, 97      198, 200      251, 261      112, 116      173, 173      221, 228      231, 231      
976	CS	127, 127      244, 246      178, 192      132, 146      93, 97      198, 198      273, 283      104, 112      173, 173      221, 226      231, 235      
977	CS	119, 127      244, 246      194, 196      132, 132      95, 97      198, 200      271, 273      102, 112      167, 169      226, 228      231, 235      
978	CS	119, 127      244, 244      194, 196      132, 132      95, 97      194, 198      251, 261      102, 102      167, 173      221, 228      231, 235      
979	CS	119, 127      244, 246      194, 206      132, 132      95, 97      198, 200      271, 273      102, 116      169, 173      221, 228      231, 231      
980	CS	127, 127      244, 246      178, 196      132, 132      97, 97      198, 198      261, 273      102, 118      167, 173      226, 228      231, 235      
981	CS	117, 127      244, 246      178, 192      132, 148      97, 97      198, 202      261, 271      102, 112      173, 183      221, 221      231, 235      
982	CS	117, 119      244, 246      178, 192      132, 146      95, 97      198, 198      251, 261      112, 116      173, 173      221, 226      235, 235      
983	CS	119, 127      244, 244      178, 192      132, 142      93, 97      194, 198      273, 283      102, 112      173, 183      221, 226      231, 231      
984	CS	117, 119      246, 246      192, 196      132, 132      93, 97      198, 198      261, 273      102, 106      167, 173      228, 228      231, 231      
985	CS	117, 119      244, 244      176, 192      132, 146      97, 97      194, 198      261, 267      112, 112      143, 173      221, 226      231, 235      

CT1	CT	119, 119      244, 246      204, 204      144, 144      97, 97      198, 198      249, 249      104, 104      175, 175      226, 226      235, 235      
CT10	CT	117, 117      244, 246      204, 206      144, 146      97, 97      198, 198      249, 249      104, 104      175, 175      226, 228      231, 231      
CT4	CT	117, 119      244, 246      204, 206      144, 146      97, 97      198, 198      249, 249      104, 106      143, 175      226, 228      231, 235      
CT6	CT	117, 117      244, 244      204, 204      134, 146      97, 97      200, 200      249, 249      106, 106      175, 175      226, 226      235, 235      
CT7	CT	117, 117      244, 244      204, 204      146, 146      97, 97      200, 200      249, 249      106, 106      175, 175      226, 226      235, 235      
CT8	CT	119, 119      246, 246      204, 206      144, 144      97, 97      198, 198      249, 249      104, 106      143, 175      226, 228      231, 231      
CT9	CT	119, 119      246, 246      204, 206      144, 146      97, 97      198, 198      249, 249      106, 106      143, 175      226, 228      231, 235      
CTNM1	CT	119, 119      244, 246      204, 206      144, 146      97, 97      198, 198      249, 249      104, 106      143, 175      226, 228      231, 235      
CTNM3	CT	117, 117      244, 244      204, 204      146, 146      97, 97      200, 200      249, 249      106, 106      175, 175      226, 226      235, 235      
CTNM4	CT	117, 119      244, 246      204, 206      144, 144      97, 97      198, 198      249, 249      104, 106      175, 175      226, 228      231, 231      
CTNM5	CT	117, 117      244, 244      204, 204      146, 146      97, 97      200, 200      249, 249      106, 106      175, 175      226, 226      235, 235      
CTNM6	CT	117, 117      244, 244      204, 204      146, 146      97, 97      200, 200      249, 249      106, 106      175, 175      226, 226      235, 235      
CTNM7	CT	119, 119      244, 246      204, 204      144, 146      97, 97      198, 198      249, 249      104, 104      143, 143      226, 228      231, 231      
CTNM8	CT	119, 119      244, 246      204, 204      146, 146      97, 97      194, 198      249, 261      102, 106      143, 171      221, 226      233, 235      

357	NC	119, 121      244, 246      178, 192      132, 146      93, 95      198, 200      249, 251      106, 142      173, 183      221, 228      231, 235      
358	NC	119, 119      244, 246      178, 194      134, 146      93, 97      194, 200      283, 283      104, 104      173, 173      221, 222      231, 231      
359	NC	119, 121      244, 246      194, 194      142, 148      93, 95      198, 200      257, 297      122, 124      183, 183      222, 228      235, 235      
360	NC	119, 119      246, 246      178, 194      134, 142      95, 97      194, 200      283, 295      104, 142      161, 173      221, 226      231, 235      
361	NC	117, 119      244, 246      178, 194      142, 142      93, 93      194, 194      283, 283      102, 142      167, 183      221, 222      231, 235      
362	NC	119, 119      244, 246      178, 194      142, 146      93, 93      194, 198      283, 295      104, 104      167, 183      222, 222      231, 235      
364	NC	117, 119      244, 246      194, 194      134, 142      95, 97      194, 198      261, 295      104, 142      145, 161      222, 226      231, 231      
365	NC	117, 119      244, 244      176, 194      142, 148      93, 97      198, 198      257, 295      104, 104      173, 183      222, 226      231, 231      
367	NC	119, 121      246, 246      186, 194      134, 136      95, 95      198, 198      283, 295      104, 122      183, 183      221, 222      231, 235      
369	NC	117, 117      244, 246      178, 204      132, 142      93, 95      198, 198      271, 295      104, 106      183, 183      222, 228      231, 231      
370	NC	119, 127      244, 246      178, 194      142, 146      93, 97      198, 198      271, 283      104, 104      167, 183      222, 222      231, 231      
372	NC	117, 119      244, 246      178, 194      142, 146      93, 97      194, 198      283, 295      104, 142      145, 183      222, 222      231, 231      
373	NC	117, 119      244, 244      194, 206      132, 146      95, 97      194, 198      271, 283      104, 104      183, 187      221, 222      231, 235      
375	NC	117, 117      244, 246      178, 204      142, 142      95, 95      198, 198      283, 283      104, 104      183, 183      221, 221      231, 231      
377	NC	117, 119      246, 246      178, 178      142, 146      93, 97      194, 194      287, 295      104, 142      145, 183      222, 222      231, 235      
378	NC	119, 119      244, 246      178, 178      142, 142      93, 95      198, 198      271, 287      102, 104      167, 169      222, 222      231, 231      
379	NC	119, 121      246, 246      186, 194      134, 146      95, 97      194, 200      283, 295      104, 122      145, 183      221, 222      231, 235      
380	NC	117, 119      244, 246      178, 204      134, 142      95, 95      194, 198      271, 271      104, 104      169, 183      221, 226      231, 231      
382	NC	119, 119      244, 244      178, 190      146, 146      97, 97      198, 198      289, 289      104, 124      173, 173      221, 221      231, 231      
383	NC	119, 119      244, 246      178, 190      142, 142      95, 97      198, 198      271, 283      104, 124      169, 173      221, 222      231, 231      
385	NC	119, 119      244, 246      178, 178      134, 142      95, 95      198, 198      271, 283      104, 104      169, 183      222, 226      231, 231      
387	NC	119, 119      244, 244      178, 190      142, 146      97, 97      198, 198      271, 289      104, 124      167, 173      221, 221      231, 231      
388	NC	119, 119      244, 244      178, 190      142, 142      97, 97      198, 198      271, 289      104, 124      167, 173      221, 221      231, 231      
390	NC	119, 119      244, 244      190, 190      142, 142      97, 97      198, 198      271, 271      104, 104      167, 167      221, 221      231, 231      
391	NC	117, 119      244, 246      186, 194      136, 142      95, 97      194, 200      283, 295      122, 142      145, 183      222, 222      231, 235      
396	NC	117, 121      244, 246      178, 186      134, 146      93, 95      194, 200      295, 295      104, 104      145, 183      221, 222      231, 235      
397	NC	119, 119      244, 246      178, 178      142, 142      93, 93      194, 198      287, 287      102, 102      183, 183      221, 222      231, 235      
398	NC	119, 119      244, 246      178, 178      142, 142      93, 93      194, 194      287, 287      104, 104      183, 183      222, 222      231, 235      
399	NC	119, 119      244, 246      178, 178      142, 142      93, 93      198, 198      283, 283      102, 104      183, 183      221, 222      231, 235      
400	NC	119, 119      244, 246      178, 178      142, 142      93, 93      198, 198      283, 287      102, 102      167, 183      221, 222      231, 231      
871	NC	117, 119      244, 244      178, 194      142, 148      93, 97      198, 198      295, 295      104, 104      183, 183      222, 222      231, 231      
873	NC	119, 119      246, 246      178, 178      142, 142      93, 93      198, 198      283, 287      102, 104      167, 167      221, 222      235, 235      
966	NC	117, 119      244, 246      178, 204      132, 132      95, 95      198, 198      257, 271      106, 112      183, 183      221, 228      231, 235      
967	NC	119, 119      244, 246      178, 178      132, 136      95, 97      198, 198      259, 259      104, 104      167, 183      228, 228      231, 231      
